episode,mean_score,pit_score
0,0.0,0.0
1,0.05000000074505806,0.10000000149011612
2,0.033333333830038704,0.0
3,0.02500000037252903,0.0
4,0.020000000298023225,0.0
5,0.016666666915019352,0.0
6,0.014285714498588018,0.0
7,0.012500000186264515,0.0
8,0.011111111276679568,0.0
9,0.010000000149011612,0.0
10,0.009090909226374193,0.0
11,0.008333333457509676,0.0
12,0.007692307806932009,0.0
13,0.007142857249294009,0.0
14,0.0066666667660077415,0.0
15,0.0062500000931322575,0.0
16,0.00588235302883036,0.0
17,0.005555555638339784,0.0
18,0.005263157973164006,0.0
19,0.010000000149011612,0.10000000149011612
20,0.009523809665725344,0.0
21,0.009090909226374193,0.0
22,0.008695652303488358,0.0
23,0.008333333457509676,0.0
24,0.00800000011920929,0.0
25,0.007692307806932009,0.0
26,0.007407407517786379,0.0
27,0.007142857249294009,0.0
28,0.00689655182690456,0.0
29,0.0066666667660077415,0.0
30,0.0064516129993623305,0.0
31,0.0062500000931322575,0.0
32,0.006060606150916128,0.0
33,0.00588235302883036,0.0
34,0.005714285799435207,0.0
35,0.005555555638339784,0.0
36,0.005405405485952222,0.0
37,0.005263157973164006,0.0
38,0.005128205204621339,0.0
39,0.005000000074505806,0.0
40,0.004878048853176396,0.0
41,0.004761904832862672,0.0
42,0.004651162860005401,0.0
43,0.006590909197587858,0.09000000171363354
44,0.006444444548752573,0.0
45,0.006304347928127517,0.0
46,0.006170212865826931,0.0
47,0.006041666764455537,0.0
48,0.005918367442731954,0.0
49,0.005800000093877315,0.0
50,0.005686274601840505,0.0
51,0.005576923167189727,0.0
52,0.005471698201771053,0.0
53,0.005370370457293811,0.0
54,0.005272727358070287,0.0
55,0.005178571512390461,0.0
56,0.005087719380594136,0.0
57,0.00500000008092872,0.0
58,0.004915254316845183,0.0
59,0.00483333341156443,0.0
60,0.004754098437604357,0.0
61,0.004677419430546222,0.0
62,0.004603174677680409,0.0
63,0.004531250073341653,0.0
64,0.004461538533751781,0.0
65,0.004393939465058573,0.0
